tokens_stemmed,bobot_nilai_total,label
"['komisi', 'pilih', 'kabupaten', 'magetan', 'jawa', 'timur', 'ajak', 'warga', 'hak', 'pilih', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'keliling', 'tingkat', 'camat', 'desa']",-1,negatif
"['komisi', 'pilih', 'kpu', 'kabupaten', 'sumenep', 'berkas', 'syarat', 'calon', 'pasang', 'calon', 'paslon', 'bupatiwakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'penuh', 'syarat']",1,positif
"['lupa', 'dulurdulur', 'saksi', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'besok', 'senin', 'september', 'wib', 'lapang', 'lurah', 'mangge', 'camat', 'barat', 'kpujatim', 'kpumagetan', 'sukomoropp']",3,positif
"['ketua', 'tim', 'menang', 'pasang', 'calon', 'bapaslon', 'bupati', 'wakil', 'bupati', 'lamongan', 'yuhronur', 'efendi', 'dirham', 'akbar', 'aksara', 'tahana', 'target', 'raup', 'suara', 'persen', 'pilih', 'kepala', 'daerah', 'lamongan', 'jatim']",0,netral
"['strategi', 'aman', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'polda', 'jatim', 'hadir', 'dialog', 'publik']",-5,negatif
"['ayo', 'rekam', 'ktpel', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'laku', 'rekam', 'ktpel', 'kantor', 'dukcapil', 'sesuai', 'domisili', 'daftar', 'hak', 'pilih', 'mu', 'ktpel', 'jatimpemprov', 'adhykaryononew', 'kemenkominfo', 'kemendagri', 'humasprovjatim']",5,positif
"['bhabinkamtibmas', 'gerak', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif
"['pilih', 'kepala', 'daerah', 'potensi', 'golong', 'putih', 'jatim', 'capai', 'persen']",-2,negatif
"['ketua', 'ltm', 'pbnu', 'hindar', 'bahas', 'politik', 'masjid', 'jelang', 'pilih', 'kepala', 'daerah']",5,positif
"['tantang', 'khofifah', 'pilih', 'kepala', 'daerah', 'jatim', 'hadap', 'unsur', 'tokoh', 'kuat', 'mesin', 'koalisi', 'kim', 'plus']",-5,negatif
"['tantang', 'khofifah', 'pilih', 'kepala', 'daerah', 'jatim', 'hadap', 'unsur', 'tokoh', 'kuat', 'mesin', 'koalisi', 'kim', 'plus']",-5,negatif
"['sambut', 'pilih', 'kepala', 'daerah', 'serentak', 'bawaslu', 'kota', 'diri', 'launching', 'awas', 'pilih', 'kepala', 'daerah']",1,positif
"['jelang', 'pilih', 'kepala', 'daerah', 'ketua', 'ansor', 'sidoarjo', 'harap', 'kader', 'bijak', 'tentu', 'pilih']",-5,negatif
"['hasto', 'duga', 'cawecawe', 'pilih', 'kepala', 'daerah', 'jawa', 'timur']",0,netral
"['kpu', 'jatim', 'kerah', 'perempuan', 'cantik', 'tekan', 'angka', 'golong', 'putih', 'pilih', 'kepala', 'daerah']",-10,negatif
"['jelang', 'pilih', 'kepala', 'daerah', 'gusdurian', 'imbau', 'masyarakat', 'bentur']",2,positif
"['calon', 'wakil', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'kh', 'zahrul', 'azhar', 'asumta', 'sapa', 'gus', 'hans', 'rawan', 'kampanye', 'hitam', 'jelang', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jatim']",-7,negatif
"['kapolda', 'jawa', 'timur', 'terang', 'media', 'kait', 'siap', 'sambut', 'pilih', 'kepala', 'daerah', 'laksana', 'gedung', 'serbaguna', 'uinsa', 'surabaya', 'jumat', 'september', 'lengkap', 'instagram', 'humaspoldajatim']",3,positif
"['mudah', 'awas', 'gudang', 'bulog', 'pakai', 'logistik', 'pilih', 'kepala', 'daerah', 'mojokerto']",2,positif
"['amat', 'politik', 'universitas', 'brawijaya', 'wawan', 'sobari', 'ungkap', 'salah', 'alas', 'muncul', 'calon', 'tunggal', 'kotak', 'kosong', 'kabupaten', 'kota', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'sebab', 'pilih', 'rasional', 'partai', 'anggar', 'politik']",-14,negatif
"['bekal', 'bhabinkamtibmas', 'polres', 'jajar', 'polda', 'jatim', 'sambut', 'pilih', 'kepala', 'daerah', 'laksana', 'gedung', 'serbaguna', 'uinsa', 'surabaya', 'jumat', 'september', 'lengkap', 'instagram', 'humaspoldajatim']",5,positif
"['bekal', 'bhabinkamtibmas', 'kapolda', 'jatim', 'tekan', 'netralitas', 'polri', 'pilih', 'kepala', 'daerah']",-1,negatif
"['ijti', 'kpu', 'tuban', 'ajak', 'masyarakat', 'pesisir', 'sukses', 'pilih', 'kepala', 'daerah']",2,positif
"['bekal', 'bhabinkamtibmas', 'kapolda', 'jatim', 'tekan', 'netralitas', 'polri', 'pilih', 'kepala', 'daerah']",-1,negatif
"['kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kapolres', 'ngawi', 'akbp', 'dwi', 'sumrahadi', 'rakhmanto', 'sh', 'sik', 'mh', 'forkopimda', 'kabupaten', 'ngawi', 'hadir', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kali', 'bernmama', 'si', 'jalil', 'jatim', 'pilih', 'amp', 'sang', 'pendem', 'tegak', 'demokrasi']",0,netral
"['hasil', 'mitigasi', 'harap', 'selenggara', 'pilih', 'kepala', 'daerah', 'jalan', 'lancar', 'kualitas', 'insan', 'tekan', 'kpu', 'jatim', 'cipta', 'suasana', 'kondusif']",12,positif
"['dialog', 'publik', 'laksana', 'grand', 'mercure', 'mirama', 'jalan', 'raden', 'panji', 'suroso', 'nomor', 'purwodadi', 'blimbing', 'kota', 'malang', 'kamis', 'september', 'insan', 'kpu', 'jatim', 'mitigasi', 'tahap', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak']",-4,negatif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'insan', 'qoriawan', 'hadir', 'dialog', 'publik', 'kait', 'strategi', 'polri', 'rangka', 'aman', 'pilih', 'kepala', 'daerah', 'serentak', 'cipta', 'situasi', 'aman', 'kondusif', 'provinsi', 'jawa', 'timur']",-3,negatif
"['sosialisasi', 'laksana', 'empat', 'jalan', 'pemuda', 'gubeng', 'surabaya', 'jumat', 'september', 'anggota', 'kpu', 'jatim', 'nur', 'salam', 'tekan', 'peran', 'stakeholder', 'upaya', 'dorong', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak']",-1,negatif
"['target', 'angka', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak', 'sama', 'catat', 'raih', 'pilih', 'angka', 'persen']",9,positif
"['jalan', 'bangka', 'nomor', 'gubeng', 'surabaya', 'jumat', 'september', 'anggota', 'kpu', 'jatim', 'nur', 'salam', 'tekan', 'peran', 'stakeholder', 'media', 'upaya', 'dorong', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'media', 'gathering', 'tema', 'peran', 'media', 'tingkat', 'partisipasi', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'giat', 'laksana', 'hotel', 'harris']",7,positif
"['umam', 'pasang', 'calon', 'daftar', 'ikut', 'kontestasi', 'pilih', 'kepala', 'daerah', 'serentak', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jatim']",4,positif
"['bekal', 'laksana', 'gedung', 'sport', 'center', 'uin', 'sunan', 'ampel', 'jalan', 'ahmad', 'yani', 'nomor', 'wonocolo', 'surabaya', 'september', 'hadap', 'serta', 'umam', 'kesiap', 'kpu', 'jatim', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'choirul', 'umam', 'hadir', 'bekal', 'bhayangkara', 'bina', 'aman', 'tertib', 'masyarakat', 'bhabinkamtibmas', 'polres', 'jatim', 'dukung', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif
"['insan', 'tekan', 'tugas', 'bhabinkamtibmas', 'aman', 'lancar', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'peran', 'bhabinkamtibmas', 'harap', 'situasi', 'kondusif', 'wilayah']",0,netral
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'insan', 'qoriawan', 'hadir', 'bekal', 'bhayangkara', 'bina', 'aman', 'tertib', 'masyarakat', 'bhabinkamtibmas', 'polres', 'jatim', 'dukung', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif
"['eka', 'tekan', 'sinergi', 'kerja', 'aparat', 'polisi', 'selenggara', 'pilih', 'milik', 'peran', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'teman', 'pilih', 'giat', 'ikut', 'kpu', 'jatim', 'pantau', 'website', 'media', 'sosial', 'resmi']",9,positif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'bekal', 'bhayangkara', 'bina', 'aman', 'tertib', 'masyarakat', 'bhabinkamtibmas', 'polres', 'jatim', 'dukung', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif
"['polda', 'jawa', 'timur', 'bersholawat', 'doa', 'rangka', 'cooling', 'system', 'pilih', 'kepala', 'daerah', 'damai', 'divisihumaspolri']",-2,negatif
"['jadwal', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'gelar', 'serentak', 'indonesia', 'pilih', 'pimpin', 'tingkat', 'provinsi', 'kabupatenkota', 'tinggal', 'catat', 'tanggal', 'ojok', 'lali', 'coblos', 'iya', 'rek']",-10,negatif
"['kpu', 'jember', 'kait', 'hasil', 'periksa', 'sehat', 'bapaslon', 'pilih', 'kepala', 'daerah']",0,netral
"['perintah', 'provinsi', 'jatim', 'pjs', 'isi', 'kosong', 'bupatiwali', 'kota', 'kampanye', 'pilih', 'kepala', 'daerah', 'proses', 'tunggu', 'kemendagri']",-7,negatif
"['bekal', 'bhabinkamtibmas', 'kapolda', 'jatim', 'tekan', 'netralitas', 'polri', 'pilih', 'kepala', 'daerah']",-1,negatif
"['kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kapolres', 'ngawi', 'akbp', 'dwi', 'sumrahadi', 'rakhmanto', 'sh', 'sik', 'mh', 'forkopimda', 'kabupaten', 'ngawi', 'mengahdiri', 'acara', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kali', 'bernmama', 'si', 'jalil', 'jatim', 'pilih', 'sang', 'pendem']",1,positif
"['kpu', 'jatim', 'target', 'angka', 'golong', 'putih', 'kurang', 'persen', 'pilih', 'kepala', 'daerah']",-7,negatif
"['calon', 'gubernur', 'jawa', 'timur', 'luluk', 'nur', 'hamidah', 'hadir', 'konsolidasi', 'pilih', 'kepala', 'daerah', 'dpc', 'zona', 'mataraman', 'jatim', 'kuat', 'jejaring', 'satu', 'komitmen', 'menang', 'pilgub', 'jawa', 'timur', 'wajib', 'kader', 'pkb']",-2,negatif
"['pilih', 'kepala', 'daerah', 'ngawi', 'calon', 'tunggal', 'panjang', 'daftar', 'bapaslon', 'bupatiwakil', 'bupati', 'ngawi', 'tanggal', 'september', 'september', 'via', 'beritajatimcom']",-6,negatif
"['hasil', 'verifikasi', 'berkas', 'bapaslon', 'pilih', 'kepala', 'daerah', 'jember', 'lengkap']",0,netral
"['pilih', 'kepala', 'daerah', 'serentak', 'jadwal', 'tahap', 'mungut', 'suara', 'yukk', 'paham', 'jadwal', 'tahap', 'pilih', 'kepala', 'daerah', 'pesta', 'demokrasi', 'pilih', 'kepala', 'daerah', 'serentak', 'divisihumaspolri']",7,positif
"['kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kapolres', 'ngawi', 'akbp', 'dwi', 'sumrahadi', 'rakhmanto', 'sh', 'sik', 'mh', 'forkopimda', 'kabupaten', 'ngawi', 'mengahdiri', 'acara', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kali', 'bernmama', 'si', 'jalil', 'jatim', 'pilih', 'sang', 'pendem']",1,positif
"['video', 'dialog', 'publik', 'divhumas', 'polri', 'elemen', 'masyarakat', 'tema', 'strategi', 'polri', 'rangka', 'aman', 'pilih', 'kepala', 'daerah', 'cipta', 'situasi', 'aman', 'kondusif', 'provinsi', 'jawa', 'timur', 'divisihumaspolri']",-4,negatif
"['khofifah', 'jaga', 'rukun', 'pilih', 'kepala', 'daerah', 'tulungagung', 'calon', 'gubernur', 'cagub', 'jawa', 'timur', 'jatim', 'khofifah', 'indar', 'parawansa', 'masyarakat', 'rukun', 'momentum', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",-2,negatif
"['jokowi', 'tandatangani', 'mundur', 'risma', 'mensos', 'maju', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif
"['jokowi', 'tuju', 'risma', 'mundur', 'menteri', 'sosial', 'maju', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif
"['miris', 'daerah', 'jatim', 'lawan', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah']",-16,negatif
"['kpu', 'jatim', 'gelar', 'pilih', 'kepala', 'daerah', 'serentak', 'anggar', 'rp', 'triliun']",6,positif
"['bawaslu', 'tuban', 'ingat', 'tahana', 'wajib', 'cuti', 'tetap', 'paslon', 'pilih', 'kepala', 'daerah']",-1,negatif
"['pasang', 'calon', 'gubernur', 'jawa', 'timur', 'tri', 'rismaharini', 'calon', 'wakil', 'gubernur', 'jatim', 'kh', 'zahrul', 'azhar', 'asumta', 'akrab', 'sapa', 'gus', 'hans', 'ziarah', 'makam', 'presiden', 'ri', 'soekarno', 'kota', 'blitar', 'jelang', 'pilih', 'kepala', 'daerah', 'risma', 'agenda', 'ziarah']",2,positif
"['giat', 'dialog', 'publik', 'divhumas', 'polri', 'elemen', 'masyarakat', 'tema', 'strategi', 'polri', 'rangka', 'aman', 'pilih', 'kepala', 'daerah', 'cipta', 'situasi', 'aman', 'kondusif', 'provinsi', 'jawa', 'timur', 'kamis', 'september', 'bollroom', 'grendmercure', 'miramar', 'malang', 'kota']",-10,negatif
"['kans', 'menang', 'mantan', 'bupatiwabup', 'madiun', 'maju', 'pilih', 'kepala', 'daerah', 'mantan', 'bupati', 'madiun', 'ahmad', 'dawami', 'ragil', 'saputro', 'kaji', 'mbing', 'mantan', 'wakil', 'bupati', 'madiun', 'wuryanto', 'hariwur', 'samasama', 'maju', 'via', 'beritajatimcom']",-8,negatif
"['saksi', 'ramai', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'sabtu', 'september', 'alunalun', 'magetan', 'kpujatim', 'kpumagetan', 'sukomoropp']",1,positif
"['khofifahemil', 'peluang', 'suara', 'usaha', 'hadap', 'saing', 'pilih', 'kepala', 'daerah', 'jatim']",-4,negatif
"['komisi', 'pilih', 'kota', 'madiun', 'jawa', 'timur', 'terima', 'hasil', 'tes', 'sehat', 'pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'serta', 'pilih', 'kepala', 'daerah', 'serentak']",13,positif
"['jatim', 'resik', 'pasang', 'cagub', 'cawagub', 'jawa', 'timur', 'tri', 'rismaharini', 'risma', 'zahrul', 'azhar', 'asumta', 'gus', 'hans', 'usung', 'slogan', 'resik', 'pilih', 'kepala', 'daerah', 'jatim', 'resik', 'arti', 'bahasa', 'jawa', 'bersih', 'pdiperjuangan']",-1,negatif
"['wakapolres', 'bangkal', 'kompol', 'andi', 'febrianto', 'ali', 'ikut', 'zoom', 'meeting', 'polda', 'jatim', 'bersholawat', 'rangka', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah', 'tempat', 'aula', 'wicaksana', 'laghawa', 'polres', 'bangkal', 'rabu']",-5,negatif
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'risma', 'ancam', 'khofifah', 'suara', 'nu', 'cah', 'tribunkaltim']",-2,negatif
"['tarung', 'srikandi', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'risma', 'luluk', 'kaya', 'tribunnews']",-5,negatif
"['dpd', 'pdiperjuangan', 'jatim', 'pasti', 'paslon', 'idola', 'menang', 'telak', 'pilih', 'kepala', 'daerah', 'mojokerto', 'mojokerto', 'wakil', 'bidang', 'wakabid', 'hormat', 'dewan', 'pimpin', 'daerah', 'via', 'beritajatimcom']",-9,negatif
"['kepala', 'desa', 'jatim', 'kumpul', 'surabaya', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif
"['september', 'wib', 'riadshow', 'salah', 'upaya', 'kpu', 'dorong', 'masyarakat', 'hak', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'november', 'kpu', 'republik', 'indonesia']",-8,negatif
"['gp', 'ansor', 'tuban', 'komando', 'sambut', 'pilih', 'kepala', 'daerah', 'serentak', 'libat', 'politik', 'praktis']",7,positif
"['khofifah', 'password', 'khusus', 'hadap', 'pilih', 'kepala', 'daerah', 'jatim', 'lawan', 'risma', 'luluk', 'serta', 'pasang']",1,positif
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'risma', 'ancam', 'khofifah', 'suara', 'nu', 'cah', 'tribunkaltim']",-2,negatif
"['rangkai', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'pantau', 'website', 'media', 'sosial', 'resmi']",5,positif
"['jalan', 'alunalun', 'utara', 'jogoyudan', 'kabupaten', 'lumajang', 'selasa', 'september', 'ketua', 'kpu', 'kabupaten', 'lumajang', 'henariza', 'febriadmadja', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'rangkai', 'giat', 'sosialisasi']",-3,negatif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'acara', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kota', 'batu', 'kpu', 'kabupaten', 'lumajang', 'serah', 'terima', 'kirab', 'maskot', 'laksana', 'alunalun', 'lumajang']",2,positif
"['selasa', 'september', 'aang', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'pasang', 'calon', 'kepala', 'daerah', 'daftar', 'agustus']",3,positif
"['rangkai', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'yaa']",3,positif
"['harap', 'sosialisasi', 'gelar', 'tingkat', 'partisipasi', 'masyarakat', 'kabupaten', 'ngawi', 'pilih', 'kepala', 'daerah', 'serentak', 'selenggara', 'november', 'harap', 'pilih', 'kepala', 'daerah', 'serentak', 'aman', 'tertib', 'lancar']",15,positif
"['serah', 'terima', 'kirab', 'maskot', 'laksana', 'alunalun', 'merdeka', 'kluncing', 'ketanggi', 'kabupaten', 'ngawi', 'selasa', 'september', 'ketua', 'kpu', 'jatim', 'aang', 'naif', 'apresiasi', 'laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kabupaten', 'ngawi', 'riah']",5,positif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'acara', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'bojonegoro', 'kpu', 'kabupaten', 'ngawi']",2,positif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'miftahur', 'rozaq', 'narasumber', 'program', 'talk', 'show', 'ruang', 'publik', 'tvri', 'jawa', 'timur', 'usung', 'tema', 'ruang', 'publik', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",-5,negatif
"['komisi', 'pilih', 'kpu', 'kabupaten', 'bondowoso', 'jawa', 'timur', 'pasang', 'calon', 'paslon', 'serta', 'pilih', 'kepala', 'daerah']",5,positif
"['bekal', 'bhabinkamtibmas', 'sejawa', 'timur', 'rangka', 'cipta', 'kondisi', 'masyarakat', 'kondusif', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim', 'rabu', 'september', 'uinsa', 'surabaya', 'laksana', 'giat', 'aman', 'tertib', 'divisihumaspolri']",6,positif
"['kandidat', 'perempuan', 'kursi', 'gubernur', 'khofifah', 'risma', 'luluk', 'tarung', 'pilih', 'kepala', 'daerah', 'jatim']",-5,negatif
"['pilih', 'kepala', 'daerah', 'situbondo', 'bawaslu', 'awas', 'tes', 'pasang', 'calon', 'calon', 'suswandi', 'nyai', 'khoirani', 'usung', 'partai', 'gerindra', 'partai', 'pasang', 'rio', 'wahyu', 'prayogo', 'ulfiyah', 'usung', 'pkb', 'golkar', 'pdip']",11,positif
"['pilih', 'kepala', 'daerah', 'jatim', 'daerah', 'milik', 'calon', 'tunggal', 'surabaya']",-1,negatif
"['riah', 'kirab', 'maskot', 'si', 'jalih', 'jatim', 'pilih', 'pilih', 'kepala', 'daerah', 'jatim', 'lumajang']",-1,negatif
"['hasil', 'survei', 'elektabilitas', 'baru', 'pilih', 'kepala', 'daerah', 'jatim', 'risma', 'vs', 'khofifah', 'kuat', 'tribunnews']",0,netral
"['khofifah', 'tanggap', 'seteru', 'pbnu', 'pkb', 'pengaruh', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif
"['maju', 'pilih', 'kepala', 'daerah', 'jatim', 'risma', 'pamit', 'restu', 'dpr']",0,netral
"['kasi', 'hubung', 'masyarakat', 'polres', 'batumenghadiri', 'giat', 'sarasehan', 'media', 'jajar', 'polda', 'jatim', 'ta', 'kabid', 'hubung', 'masyarakat', 'kombes', 'pol', 'dirminto', 'hadir', 'buka', 'acara', 'tuju', 'mesinergikan', 'hubung', 'masyarakat', 'media', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak']",-13,negatif
"['pasang', 'khofifah', 'indar', 'parawansa', 'pilih', 'kepala', 'daerah', 'jatim', 'harta', 'kaya', 'emil', 'elestianto', 'dardak']",2,positif
"['khofifah', 'emil', 'tanggap', 'politik', 'balas', 'budi', 'prabowogibran', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif
"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'panjang', 'daftar', 'calon', 'kepala', 'daerah', 'daerah', 'potensi', 'lawan', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah', 'baca', 'lengkap']",-7,negatif
"['amat', 'tarung', 'fauziimam', 'versus', 'fikriunais', 'pilih', 'kepala', 'daerah', 'sumenep']",-1,negatif
"['pilih', 'kepala', 'daerah', 'jatim', 'kandidat', 'perempuan', 'saing', 'ketat', 'kursi', 'gubernur', 'khofifah', 'risma', 'luluk', 'unggul']",-5,negatif
"['masyarakat', 'hasil', 'periksa', 'sehat', 'calon', 'pilih', 'kepala', 'daerah', 'tuban']",-1,negatif
"['lembaga', 'masyarakat', 'jombang', 'kantor', 'wilayah', 'kemenkumham', 'jatim', 'komitmen', 'sukses', 'pilih', 'kepala', 'daerah', 'salam', 'labang', 'hebat', 'iman', 'bersih', 'indah', 'mantap', 'aman', 'amp', 'nyaman']",8,positif
"['khofifah', 'beber', 'hubung', 'risma', 'luluk', 'rival', 'pilih', 'kepala', 'daerah', 'jatim']",-3,negatif
"['bawaslu', 'pasuruan', 'kaji', 'temu', 'jelang', 'pilih', 'kepala', 'daerah', 'tahap', 'pilih', 'kepala', 'daerah', 'bawaslu', 'kabupaten', 'pasuruan', 'temu', 'temu', 'langgar', 'kait', 'curang', 'via', 'beritajatimcom']",5,positif
"['luluk', 'nur', 'hamidah', 'maju', 'pilih', 'kepala', 'daerah', 'jatim', 'suara', 'lantang', 'curang', 'pilih', 'brutal']",-13,negatif
"['kpu', 'jatim', 'siap', 'tahap', 'ada', 'logistik', 'pilih', 'kepala', 'daerah']",0,netral
"['sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'miftahur', 'rozaq', 'pilgub', 'jatim', 'senneng', 'bareng', 'redaktur', 'jprm', 'edukasi', 'pilih', 'pilih', 'kepala', 'daerah', 'kiai', 'aunul', 'abid', 'seru', 'golong', 'putih']",-4,negatif
"['komisi', 'pilih', 'kpu', 'ri', 'panjang', 'daftar', 'calon', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'daerah', 'milik', 'calon', 'tunggal', 'daftar']",1,positif
"['tarung', 'pilih', 'kepala', 'daerah', 'bapaslon', 'bupati', 'wabup', 'ponorogo', 'lolos', 'tes', 'sehat', 'pasang', 'calon', 'bapaslon', 'bupati', 'wakil', 'bupati', 'ponorogo', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",-4,negatif
"['khofifah', 'bocor', 'password', 'khusus', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",-7,negatif
"['kawal', 'pilih', 'kepala', 'daerah', 'polda', 'jatim', 'siaga', 'personel', 'gabung', 'humaspoldajatim']",-8,negatif
"['hai', 'tunjuk', 'aksi', 'baik', 'ayo', 'flashmob', 'competition', 'jingle', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'bondowoso', 'tunjuk', 'kreativitas', 'rebut', 'hadiah', 'juta', 'rupiah', 'informasi', 'lengkap', 'cek', 'flayer', 'dipostingan', 'iya', 'teman', 'iya', 'kpuri', 'kpujatim']",11,positif
"['survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'aman', 'peluang', 'risma', 'luluk', 'nur', 'hamidah', 'tribunkaltim']",-2,negatif
"['ponorogo', 'danrem', 'dhirotsaha', 'jaya', 'tekan', 'netralitas', 'tni', 'pilih', 'kepala', 'daerah', 'ponorogo', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'komandan', 'korem', 'dhirotsaha', 'jaya', 'dsj', 'via', 'beritajatimcom']",8,positif
