tokens_stemmed,bobot_nilai_total,label,tokens_stemmed_string,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
"['rozaq', 'harap', 'jalin', 'kerja', 'elemen', 'masyarakat', 'pondok', 'pesantren', 'guru', 'lembaga', 'swadaya', 'masyarakat', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif,rozaq harap jalin kerja elemen masyarakat pondok pesantren guru lembaga swadaya masyarakat upaya sukses pilih kepala daerah serentak,positif,82.17%,positif,65.90%
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'mifhathur', 'rozaq', 'hadir', 'sosialisasi', 'tatap', 'muka', 'pilih', 'kepala', 'daerah', 'serentak', 'serta', 'asal', 'kalang', 'pilih', 'muda']",-3,negatif,anggota komisi pilih provinsi jawa timur kpu jatim mifhathur rozaq hadir sosialisasi tatap muka pilih kepala daerah serentak serta asal kalang pilih muda,negatif,57.34%,negatif,52.88%
"['rabu', 'september', 'khofifah', 'kunjung', 'kantor', 'nt', 'tower', 'tanggap', 'lawan', 'pilih', 'kepala', 'daerah', 'jawa', 'timur']",-2,negatif,rabu september khofifah kunjung kantor nt tower tanggap lawan pilih kepala daerah jawa timur,negatif,55.27%,negatif,45.20%
"['kader', 'pdip', 'bondowoso', 'wajib', 'hukum', 'menang', 'pasang', 'cagub', 'cawagub', 'tri', 'rismaharinizahrul', 'azhar', 'asumta', 'pilih', 'kepala', 'daerah', 'jatim']",-1,negatif,kader pdip bondowoso wajib hukum menang pasang cagub cawagub tri rismaharinizahrul azhar asumta pilih kepala daerah jatim,negatif,80.05%,negatif,67.48%
"['cagub', 'srikandi', 'tarung', 'pilih', 'kepala', 'daerah', 'jatim', 'tara', 'gender', 'demokrasi', 'tingkat', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'hadir', 'calon', 'via', 'beritajatimcom']",-7,negatif,cagub srikandi tarung pilih kepala daerah jatim tara gender demokrasi tingkat pilih kepala daerah pilih kepala daerah jawa timur jatim hadir calon via beritajatimcom,negatif,82.54%,negatif,78.73%
"['rabu', 'kantor', 'ntv', 'datang', 'calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'nanti', 'wawancara', 'lengkap', 'nusantara', 'tv']",-4,negatif,rabu kantor ntv datang calon gubernur jawa timur khofifah indar parawansa nanti wawancara lengkap nusantara tv,negatif,61.51%,negatif,45.36%
"['forum', 'rukun', 'umat', 'agama', 'fkub', 'kota', 'diri', 'jawa', 'timur', 'libat', 'pemuda', 'kota', 'cipta', 'pilih', 'kepala', 'daerah', 'damai']",-5,negatif,forum rukun umat agama fkub kota diri jawa timur libat pemuda kota cipta pilih kepala daerah damai,negatif,75.38%,negatif,60.92%
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'diri', 'jawa', 'timur', 'terima', 'lapor', 'kait', 'netralitas', 'aparatur', 'sipil', 'negara', 'asn', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif,badan awas pilih bawaslu kabupaten diri jawa timur terima lapor kait netralitas aparatur sipil negara asn jelang pilih kepala daerah,negatif,67.95%,negatif,47.05%
"['haiii', 'warga', 'plaosan', 'antusias', 'hadir', 'acara', 'kirab', 'maskot', 'jalur', 'puncak', 'acara', 'kebun', 'refugia', 'riah', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'kpujatim', 'kpumagetan']",-6,negatif,haiii warga plaosan antusias hadir acara kirab maskot jalur puncak acara kebun refugia riah sukses pilih kepala daerah serentak kpujatim kpumagetan,positif,64.74%,positif,50.67%
"['presiden', 'joko', 'widodo', 'jokowi', 'lantik', 'saifullah', 'yusuf', 'menteri', 'sosial', 'mensos', 'definitif', 'ganti', 'tri', 'rismaharani', 'maju', 'kontestasi', 'pilih', 'kepala', 'daerah']",8,positif,presiden joko widodo jokowi lantik saifullah yusuf menteri sosial mensos definitif ganti tri rismaharani maju kontestasi pilih kepala daerah,positif,52.82%,positif,46.66%
"['mantan', 'ketua', 'kpu', 'surabaya', 'nur', 'syamsi', 'ketua', 'tim', 'menang', 'eriarmuji', 'pilih', 'kepala', 'daerah']",-10,negatif,mantan ketua kpu surabaya nur syamsi ketua tim menang eriarmuji pilih kepala daerah,negatif,58.40%,negatif,55.85%
"['gelar', 'konsolidasi', 'pdip', 'juang', 'kabupaten', 'diri', 'menang', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,gelar konsolidasi pdip juang kabupaten diri menang pilih kepala daerah serentak,negatif,63.41%,negatif,45.17%
"['selasa', 'kapolsek', 'pucuk', 'forkopimcam', 'hadir', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'dpshp', 'pendopo', 'camat', 'pucuk', 'rangka', 'pilih', 'kepala', 'daerah', 'serentak', 'divhumaspolri', 'humaspoldajatim', 'polreslamongan']",-2,negatif,selasa kapolsek pucuk forkopimcam hadir rapat pleno buka rekapitulasi dpshp pendopo camat pucuk rangka pilih kepala daerah serentak divhumaspolri humaspoldajatim polreslamongan,negatif,50.68%,positif,41.52%
"['agenda', 'tahap', 'pilih', 'kepala', 'daerah', 'selasa', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'daftar', 'pilih', 'hasil', 'baik', 'dpshp', 'tingkat', 'camat', 'pilih', 'gubernur', 'wakil', 'gubernur', 'jatim', 'bupati', 'wakil', 'bupati', 'bangkal', 'laksana', 'camat', 'kabupaten', 'bkln']",-4,negatif,agenda tahap pilih kepala daerah selasa rapat pleno buka rekapitulasi daftar pilih hasil baik dpshp tingkat camat pilih gubernur wakil gubernur jatim bupati wakil bupati bangkal laksana camat kabupaten bkln,negatif,53.10%,negatif,55.41%
"['catat', 'harta', 'kaya', 'cabupcawabup', 'pilih', 'kepala', 'daerah', 'tuban', 'gali', 'data', 'finansial', 'nama']",-5,negatif,catat harta kaya cabupcawabup pilih kepala daerah tuban gali data finansial nama,negatif,73.23%,negatif,64.10%
"['siap', 'kompas', 'tv', 'biro', 'jabar', 'jatim', 'sulsel', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak']",5,positif,siap kompas tv biro jabar jatim sulsel jelang pilih kepala daerah serentak,positif,72.09%,positif,64.63%
"['daftar', 'pilih', 'yukk', 'coba', 'cek', 'langkahlangkah', 'kece', 'nama', 'catat', 'masuk', 'daftar', 'pilih', 'partisipasi', 'pilih', 'kepala', 'daerah', 'serentak', 'tinggal', 'pilih', 'kepala', 'daerah', 'serentak', 'divhumaspolri']",-5,negatif,daftar pilih yukk coba cek langkahlangkah kece nama catat masuk daftar pilih partisipasi pilih kepala daerah serentak tinggal pilih kepala daerah serentak divhumaspolri,negatif,85.83%,negatif,68.74%
"['calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'ajak', 'perangkat', 'desa', 'gabung', 'satu', 'perangkat', 'desa', 'indonesia', 'ppdi', 'jaga', 'kondusivitas', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-7,negatif,calon gubernur jawa timur khofifah indar parawansa ajak perangkat desa gabung satu perangkat desa indonesia ppdi jaga kondusivitas laksana pilih kepala daerah pilih kepala daerah,negatif,68.85%,negatif,57.33%
"['risma', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim', 'peluang', 'saing', 'lepas', 'jabat', 'menteri', 'sosial']",0,netral,risma jelang pilih kepala daerah jatim peluang saing lepas jabat menteri sosial,negatif,57.86%,netral,39.76%
"['kpu', 'jatim', 'siap', 'skenario', 'kotak', 'kosong', 'menang', 'pilih', 'kepala', 'daerah']",-9,negatif,kpu jatim siap skenario kotak kosong menang pilih kepala daerah,negatif,88.27%,negatif,65.50%
"['jelang', 'pilih', 'kepala', 'daerah', 'mari', 'jaga', 'suasana', 'kondusif', 'damai', 'tertib', 'aman', 'jawa', 'timur', 'bukti', 'pilih', 'masyarakat', 'jawa', 'timur', 'masyarakat', 'dewasa', 'harga', 'insya', 'allah', 'jawa', 'timur', 'damai', 'tenang']",18,positif,jelang pilih kepala daerah mari jaga suasana kondusif damai tertib aman jawa timur bukti pilih masyarakat jawa timur masyarakat dewasa harga insya allah jawa timur damai tenang,positif,69.28%,positif,62.71%
"['serah', 'terima', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'ppk', 'camat', 'bendo', 'ppk', 'camat', 'sukomoro', 'senin', 'september', 'wib', 'lapang', 'bulu', 'kpujatim', 'kpumagetan', 'sukomoropp']",5,positif,serah terima maskot pilih kepala daerah serentak ppk camat bendo ppk camat sukomoro senin september wib lapang bulu kpujatim kpumagetan sukomoropp,positif,68.32%,positif,56.63%
"['partai', 'perindo', 'tentu', 'sikap', 'pilih', 'kepala', 'daerah', 'tuban', 'motif', 'pilih', 'abstain']",-5,negatif,partai perindo tentu sikap pilih kepala daerah tuban motif pilih abstain,negatif,70.63%,negatif,72.47%
"['suara', 'nu', 'pecah', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'modal', 'kuat', 'khofifah', 'vs', 'kans', 'risma', 'luluk', 'tribunkaltim']",-3,negatif,suara nu pecah survei elektabilitas pilih kepala daerah jatim modal kuat khofifah vs kans risma luluk tribunkaltim,negatif,86.53%,negatif,60.49%
"['babak', 'pilih', 'kepala', 'daerah', 'jember', 'bapaslon', 'lolos', 'verifikasi', 'administrasi']",-10,negatif,babak pilih kepala daerah jember bapaslon lolos verifikasi administrasi,negatif,64.00%,netral,43.74%
"['suara', 'demokrasi', 'jelang', 'pilih', 'kepala', 'daerah', 'banyak', 'pilih', 'muda', 'paham', 'cek', 'daftar', 'hindar', 'hoakshoaks', 'pilih', 'damai', 'yukkk', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'divisihumaspolri']",-6,negatif,suara demokrasi jelang pilih kepala daerah banyak pilih muda paham cek daftar hindar hoakshoaks pilih damai yukkk jelang pilih kepala daerah serentak divisihumaspolri,negatif,56.93%,negatif,47.85%
"['ketua', 'kpu', 'ri', 'mochammad', 'afifuddin', 'nilai', 'semangat', 'pilih', 'kepala', 'daerah', 'serentak', 'wakil', 'daerah', 'menang', 'kotak', 'kosong']",1,positif,ketua kpu ri mochammad afifuddin nilai semangat pilih kepala daerah serentak wakil daerah menang kotak kosong,negatif,64.71%,negatif,44.58%
"['kepala', 'desa', 'jatim', 'ambil', 'sikap', 'pilih', 'kepala', 'daerah', 'kepala', 'desa', 'gabung', 'paguyuban', 'kepala', 'desa', 'pkd', 'jawa', 'timur', 'sikap']",-8,negatif,kepala desa jatim ambil sikap pilih kepala daerah kepala desa gabung paguyuban kepala desa pkd jawa timur sikap,negatif,64.15%,negatif,53.85%
"['ziarah', 'makam', 'leluhur', 'risma', 'restu', 'hadap', 'pilih', 'kepala', 'daerah', 'jatim']",-6,negatif,ziarah makam leluhur risma restu hadap pilih kepala daerah jatim,negatif,85.18%,negatif,73.84%
"['pilih', 'kepala', 'daerah', 'probolinggo', 'partisipasi', 'pilih', 'target', 'masyarakat', 'golong', 'putih', 'pilih', 'peduli', 'kabupaten', 'probolinggo']",-4,negatif,pilih kepala daerah probolinggo partisipasi pilih target masyarakat golong putih pilih peduli kabupaten probolinggo,negatif,81.02%,negatif,68.10%
"['pilih', 'kepala', 'daerah', 'kota', 'blitar', 'pasang', 'calon', 'lolos', 'tes', 'sehat']",0,netral,pilih kepala daerah kota blitar pasang calon lolos tes sehat,negatif,57.95%,netral,39.94%
"['suara', 'nu', 'pecah', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'modal', 'kuat', 'khofifah', 'vs', 'kans', 'risma', 'luluk', 'tribunkaltim']",-3,negatif,suara nu pecah survei elektabilitas pilih kepala daerah jatim modal kuat khofifah vs kans risma luluk tribunkaltim,negatif,86.53%,negatif,60.49%
"['calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'sebut', 'komitmen', 'pks', 'jawa', 'timur', 'menang', 'pasang', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif,calon gubernur jawa timur khofifah indar parawansa sebut komitmen pks jawa timur menang pasang khofifahemil pilih kepala daerah jatim,positif,49.75%,positif,45.53%
"['daerah', 'jawa', 'timur', 'ikut', 'calon', 'tunggal', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'catat', 'pasang', 'calon', 'kepala', 'daerah', 'jatim', 'lawan', 'kotak', 'kosong', 'guru', 'gembul', 'cd', 'abang', 'fufufafa', 'fanny', 'jakarta', 'international']",-13,negatif,daerah jawa timur ikut calon tunggal pilih kepala daerah pilih kepala daerah catat pasang calon kepala daerah jatim lawan kotak kosong guru gembul cd abang fufufafa fanny jakarta international,negatif,80.47%,negatif,64.77%
"['srikandi', 'pilih', 'kepala', 'daerah', 'jatim', 'rebut', 'suara', 'nahdliyin']",-3,negatif,srikandi pilih kepala daerah jatim rebut suara nahdliyin,negatif,77.27%,negatif,69.37%
"['kpu', 'kabupaten', 'trenggalek', 'jawa', 'timur', 'panjang', 'daftar', 'calon', 'kepala', 'daerah', 'tutup', 'pasang', 'calon', 'bupatiwakil', 'bupati', 'daftar', 'tahana', 'pilih', 'kepala', 'daerah', 'trenggalek']",-2,negatif,kpu kabupaten trenggalek jawa timur panjang daftar calon kepala daerah tutup pasang calon bupatiwakil bupati daftar tahana pilih kepala daerah trenggalek,positif,50.66%,positif,36.19%
"['tri', 'rismaharini', 'resmi', 'undur', 'posisi', 'menteri', 'sosial', 'mensos', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'risma', 'lawan', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'pdip', 'usung', 'risma', 'hadap', 'khofifah', 'petanana', 'pilih', 'kepala', 'daerah', 'jatim']",-1,negatif,tri rismaharini resmi undur posisi menteri sosial mensos pilih kepala daerah jawa timur jatim risma lawan khofifah indar parawansaemil dardak pdip usung risma hadap khofifah petanana pilih kepala daerah jatim,negatif,61.98%,negatif,47.66%
"['pdi', 'juang', 'kota', 'surabaya', 'jawa', 'timur', 'panas', 'mesin', 'politik', 'menang', 'pasang', 'eri', 'cahyadiarmuji', 'rismagus', 'hans', 'pilih', 'kepala', 'daerah', 'serentak', 'salah', 'satu', 'giat', 'senam', 'cinta', 'tanah', 'air', 'sicita']",2,positif,pdi juang kota surabaya jawa timur panas mesin politik menang pasang eri cahyadiarmuji rismagus hans pilih kepala daerah serentak salah satu giat senam cinta tanah air sicita,positif,58.43%,positif,58.14%
"['komisi', 'pilih', 'kabupaten', 'magetan', 'jawa', 'timur', 'ajak', 'warga', 'hak', 'pilih', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'keliling', 'tingkat', 'camat', 'desa']",-1,negatif,komisi pilih kabupaten magetan jawa timur ajak warga hak pilih kirab maskot pilih kepala daerah keliling tingkat camat desa,positif,53.47%,negatif,52.51%
"['komisi', 'pilih', 'kpu', 'kabupaten', 'sumenep', 'berkas', 'syarat', 'calon', 'pasang', 'calon', 'paslon', 'bupatiwakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'penuh', 'syarat']",1,positif,komisi pilih kpu kabupaten sumenep berkas syarat calon pasang calon paslon bupatiwakil bupati pilih kepala daerah pilih kepala daerah penuh syarat,positif,61.52%,positif,52.27%
"['lupa', 'dulurdulur', 'saksi', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'besok', 'senin', 'september', 'wib', 'lapang', 'lurah', 'mangge', 'camat', 'barat', 'kpujatim', 'kpumagetan', 'sukomoropp']",3,positif,lupa dulurdulur saksi kirab maskot pilih kepala daerah serentak besok senin september wib lapang lurah mangge camat barat kpujatim kpumagetan sukomoropp,positif,73.78%,positif,58.54%
"['ketua', 'tim', 'menang', 'pasang', 'calon', 'bapaslon', 'bupati', 'wakil', 'bupati', 'lamongan', 'yuhronur', 'efendi', 'dirham', 'akbar', 'aksara', 'tahana', 'target', 'raup', 'suara', 'persen', 'pilih', 'kepala', 'daerah', 'lamongan', 'jatim']",0,netral,ketua tim menang pasang calon bapaslon bupati wakil bupati lamongan yuhronur efendi dirham akbar aksara tahana target raup suara persen pilih kepala daerah lamongan jatim,negatif,47.19%,netral,50.31%
"['strategi', 'aman', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'polda', 'jatim', 'hadir', 'dialog', 'publik']",-5,negatif,strategi aman pilih kepala daerah jawa timur polda jatim hadir dialog publik,negatif,52.79%,negatif,43.97%
"['ayo', 'rekam', 'ktpel', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'laku', 'rekam', 'ktpel', 'kantor', 'dukcapil', 'sesuai', 'domisili', 'daftar', 'hak', 'pilih', 'mu', 'ktpel', 'jatimpemprov', 'adhykaryononew', 'kemenkominfo', 'kemendagri', 'humasprovjatim']",5,positif,ayo rekam ktpel sukses pilih kepala daerah serentak laku rekam ktpel kantor dukcapil sesuai domisili daftar hak pilih mu ktpel jatimpemprov adhykaryononew kemenkominfo kemendagri humasprovjatim,positif,51.45%,positif,49.19%
"['bhabinkamtibmas', 'gerak', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,bhabinkamtibmas gerak pilih kepala daerah jatim,negatif,61.90%,negatif,71.74%
"['pilih', 'kepala', 'daerah', 'potensi', 'golong', 'putih', 'jatim', 'capai', 'persen']",-2,negatif,pilih kepala daerah potensi golong putih jatim capai persen,negatif,85.18%,negatif,69.33%
"['ketua', 'ltm', 'pbnu', 'hindar', 'bahas', 'politik', 'masjid', 'jelang', 'pilih', 'kepala', 'daerah']",5,positif,ketua ltm pbnu hindar bahas politik masjid jelang pilih kepala daerah,negatif,61.00%,negatif,52.02%
"['tantang', 'khofifah', 'pilih', 'kepala', 'daerah', 'jatim', 'hadap', 'unsur', 'tokoh', 'kuat', 'mesin', 'koalisi', 'kim', 'plus']",-5,negatif,tantang khofifah pilih kepala daerah jatim hadap unsur tokoh kuat mesin koalisi kim plus,negatif,89.96%,negatif,69.21%
"['tantang', 'khofifah', 'pilih', 'kepala', 'daerah', 'jatim', 'hadap', 'unsur', 'tokoh', 'kuat', 'mesin', 'koalisi', 'kim', 'plus']",-5,negatif,tantang khofifah pilih kepala daerah jatim hadap unsur tokoh kuat mesin koalisi kim plus,negatif,89.96%,negatif,69.21%
"['sambut', 'pilih', 'kepala', 'daerah', 'serentak', 'bawaslu', 'kota', 'diri', 'launching', 'awas', 'pilih', 'kepala', 'daerah']",1,positif,sambut pilih kepala daerah serentak bawaslu kota diri launching awas pilih kepala daerah,negatif,63.54%,negatif,59.32%
"['jelang', 'pilih', 'kepala', 'daerah', 'ketua', 'ansor', 'sidoarjo', 'harap', 'kader', 'bijak', 'tentu', 'pilih']",-5,negatif,jelang pilih kepala daerah ketua ansor sidoarjo harap kader bijak tentu pilih,negatif,55.24%,negatif,53.75%
"['hasto', 'duga', 'cawecawe', 'pilih', 'kepala', 'daerah', 'jawa', 'timur']",0,netral,hasto duga cawecawe pilih kepala daerah jawa timur,positif,48.11%,netral,46.42%
"['kpu', 'jatim', 'kerah', 'perempuan', 'cantik', 'tekan', 'angka', 'golong', 'putih', 'pilih', 'kepala', 'daerah']",-10,negatif,kpu jatim kerah perempuan cantik tekan angka golong putih pilih kepala daerah,negatif,86.27%,negatif,66.42%
"['jelang', 'pilih', 'kepala', 'daerah', 'gusdurian', 'imbau', 'masyarakat', 'bentur']",2,positif,jelang pilih kepala daerah gusdurian imbau masyarakat bentur,positif,63.88%,positif,55.33%
"['calon', 'wakil', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'kh', 'zahrul', 'azhar', 'asumta', 'sapa', 'gus', 'hans', 'rawan', 'kampanye', 'hitam', 'jelang', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jatim']",-7,negatif,calon wakil kepala daerah jawa timur jatim kh zahrul azhar asumta sapa gus hans rawan kampanye hitam jelang laksana pilih kepala daerah pilih kepala daerah jatim,negatif,70.27%,negatif,64.39%
"['kapolda', 'jawa', 'timur', 'terang', 'media', 'kait', 'siap', 'sambut', 'pilih', 'kepala', 'daerah', 'laksana', 'gedung', 'serbaguna', 'uinsa', 'surabaya', 'jumat', 'september', 'lengkap', 'instagram', 'humaspoldajatim']",3,positif,kapolda jawa timur terang media kait siap sambut pilih kepala daerah laksana gedung serbaguna uinsa surabaya jumat september lengkap instagram humaspoldajatim,positif,75.74%,positif,56.32%
"['mudah', 'awas', 'gudang', 'bulog', 'pakai', 'logistik', 'pilih', 'kepala', 'daerah', 'mojokerto']",2,positif,mudah awas gudang bulog pakai logistik pilih kepala daerah mojokerto,negatif,72.16%,negatif,59.99%
"['amat', 'politik', 'universitas', 'brawijaya', 'wawan', 'sobari', 'ungkap', 'salah', 'alas', 'muncul', 'calon', 'tunggal', 'kotak', 'kosong', 'kabupaten', 'kota', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'sebab', 'pilih', 'rasional', 'partai', 'anggar', 'politik']",-14,negatif,amat politik universitas brawijaya wawan sobari ungkap salah alas muncul calon tunggal kotak kosong kabupaten kota pilih kepala daerah pilih kepala daerah sebab pilih rasional partai anggar politik,negatif,77.09%,negatif,74.02%
"['bekal', 'bhabinkamtibmas', 'polres', 'jajar', 'polda', 'jatim', 'sambut', 'pilih', 'kepala', 'daerah', 'laksana', 'gedung', 'serbaguna', 'uinsa', 'surabaya', 'jumat', 'september', 'lengkap', 'instagram', 'humaspoldajatim']",5,positif,bekal bhabinkamtibmas polres jajar polda jatim sambut pilih kepala daerah laksana gedung serbaguna uinsa surabaya jumat september lengkap instagram humaspoldajatim,positif,78.58%,positif,55.95%
